,MAE,RMSE,MAPE
untransformed,4.953382741474575,7.6881023396815795,335.97764559445943
log_fitted,0.4908544514516813,0.6374144916122952,49.62051703125777
log_fitted_filtered,0.281201459688698,0.3663710810148873,9.442454678574778
lag_fitted,0.27596870518348576,0.3619426932616629,9.332539338060373
optimised,0.2751372757924778,0.3476364440752453,9.211374122166934
